source	target	weight
1895	management	4
slower	store	3
religious	cultures	2
lymph	lymphatic	6
scholarly	goes	2
running	west	8
often	represents	4
interest	upon	3
interest	reactions	4
cinema	graphic	2
agreed	1918	2
saliva	nine	2
cause	unknown	8
dozen	copies	4
computing	typical	2
moving	data	4
led	works	3
occurs	sacs	2
health	efforts	4
based	architecture	3
contains	blood	2
collapse	region	2
allow	random	4
combat	front	2
extent	due	4
128	word	4
1957	production	3
formal	civic	2
history	knowledge	3
often	necessarily	2
american	arthur	2
republic	south	4
throughout	city	3
body	essentially	2
split	alliance	2
performances	run	2
iec	2014	3
body	help	2
allies	entente	2
rom	type	4
styles	schoenberg	2
allows	fast	4
dafne	1598	2
resulted	000	4
scenes	risque	3
monotyping	not	4
running	mexican	4
media	primary	4
well	running	3
measles	airborne	4
computation	layer	2
control	operations	2
operands	alu	5
fibro	fibrous	3
sound	metre	3
indeed	true	4
plants	also	8
semi	tribute	3
artificiality	1760s	2
pathogen	tobacco	3
aspect	now	2
opposing	personalities	4
material	negative	2
autoimmune	oxidative	3
expansion	sparked	3
smallest	systems	3
centered	san	4
counterpart	logic	4
members	sharks	4
used	consists	3
apartment	accommodate	2
broadway	won	6
participants	outcome	2
lyrics	ross	2
another	live	2
japan	lost	4
tests	cure	3
informally	language	2
evacuation	air	3
early	evolved	3
not	mechanism	4
lymphatic	closed	2
success	production	3
see	history	4
immunization	significant	2
known	sub	3
kingdom	allied	2
west	show	3
alu	modern	2
abstract	done	3
static	system	3
states	war	3
involve	genetic	3
story	copies	2
contractions	lymph	2
producers	playwriting	4
known	armistice	4
books	genre	2
wound	object	3
ceramics	monuments	2
europe	states	3
pact	fully	2
components	semiconductor	3
armistice	germany	5
per	called	3
cultures	conversely	3
control	ventilation	2
world	currently	4
individuality	self	4
9th	century	4
empire	russian	4
caused	nervous	2
surrender	victories	3
homeland	production	4
supporting	category	2
light	material	3
third	party	4
current	version	3
victorious	united	2
modern	first	4
charcot	new	3
word	although	2
script	known	4
axis	launched	3
use	syndrome	2
broadway	performance	5
roles	waged	3
unclear	anomalies	2
target	major	3
aphids	viruses	4
whose	quantities	2
rest	spasms	3
early	18th	4
outbreak	1950	2
memory	since	4
david	mantello	2
deal	genre	3
combatants	died	2
fibromyalgia	stated	4
sensitive	corporate	3
invention	memory	2
defined	diagnostic	4
infectious	days	2
represents	works	2
itza	north	4
georges	prime	3
environment	protocol	4
role	protagonist	4
may	autoimmune	3
sensation	temperature	3
improve	function	4
object	interfere	2
disappear	completely	4
verdi	italy	4
lends	prints	4
hostilities	withdrawal	4
allies	japanese	5
resonance	disparate	3
1937	generally	2
next	influence	2
weapons	resulted	3
subsequent	november	3
particular	white	4
offensives	austro	2
space	will	2
formally	germans	3
one	substance	3
france	permanent	3
information	apart	4
organs	composed	4
american	english	2
comedy	two	4
either	intrinsic	4
attrition	1941	3
membership	well	4
economic	scientific	3
human	individuality	4
begins	ages	4
transport	repudiation	3
1968	liberalization	2
cognitive	frequently	2
creation	five	2
hicks	directed	4
word	lead	4
lack	authenticity	4
environmental	genes	2
meanwhile	russian	2
problems	point	2
case	rates	4
developed	basin	3
earning	end	2
nozze	don	3
materials	modernism	3
containing	called	2
addressing	typical	3
known	evidence	3
scala	many	4
protagonist	word	2
production	tony	4
decisions	nations	2
often	death	3
first	part	4
asia	marshall	2
significant	legacy	4
1986	olivier	4
ethnic	backgrounds	4
sneezing	norovirus	4
train	speakers	3
france	helped	2
elsewhere	hit	3
pre	broadway	4
process	multiples	2
divided	states	2
prevailing	resuscitation	3
1697	period	3
lines	recognised	2
paintings	supports	3
square	unesco	2
totonac	groups	3
caused	initial	2
inference	immutability	4
breathing	occurs	2
edition	19th	2
united	president	3
cell	grouped	2
threat	nuclear	2
flops	storing	4
rates	new	2
critics	author	3
language	based	2
said	play	4
excrete	temperature	2
see	capella	3
piece	production	3
fms	symptoms	4
classified	two	4
conditions	stress	2
familiar	western	2
role	lead	2
sys	m6809	4
commonwealth	continuing	2
vessels	three	3
secret	methods	3
arthur	vandenberg	4
american	like	3
aptly	named	4
operation	future	3
apartment	compounds	4
operation	prevent	4
reparations	ended	4
secretary	george	3
accomplishments	1521	4
aztec	empire	6
solaris	windows	4
types	include	7
within	particular	4
use	also	2
lyrics	conception	2
aesthetic	acknowledged	2
form	perform	2
financial	western	2
death	treated	4
justified	secret	2
subjects	first	2
microprocessors	operate	4
typically	focus	2
higher	capacities	4
time	write	2
sculpted	stucco	2
century	19th	4
america	aztec	4
include	optional	2
prevented	tetanus	2
2004	also	3
generic	expectations	4
raising	monuments	3
black	1751	2
15th	may	2
site	third	2
mesoamerican	olmecs	2
successful	performances	3
confer	various	4
encryption	formed	3
management	connie	2
since	ancient	4
defeated	following	2
called	simply	4
financial	aid	4
backed	republic	4
material	common	4
american	two	2
sacred	disciplines	2
primarily	archaeological	3
decades	imitated	3
although	actual	2
contain	contain	2
decolonisation	asia	4
war	success	4
chinese	need	3
surplus	main	2
depressive	central	3
passively	gaseous	2
approximately	million	7
versailles	germany	8
applications	architecture	3
infected	immune	3
sequence	axis	2
also	led	4
dozen	gaiety	2
plays	gas	2
appear	books	3
created	art	4
big	president	3
also	immune	2
logic	registers	2
system	provide	4
regarded	creative	3
sometimes	dance	6
secret	prover	2
ancient	widely	2
olmec	formative	2
including	cultural	3
standard	initial	3
invaluable	allied	4
kristin	chenoweth	4
often	linked	4
end	third	2
stilgoe	lloyd	4
not	plan	2
formed	victorious	4
exchange	although	4
immunosuppressant	cyclophosphamide	2
typically	twenty	3
investigating	thematic	3
gilbert	britain	3
supporting	may	3
behind	preservation	3
cold	first	2
frequent	climates	2
university	developed	2
efforts	engaged	2
lice	fungi	4
transition	netherlandish	2
measles	disease	4
city	mid	4
columbian	mesoamerican	4
receipts	history	2
not	infected	3
success	output	2
known	great	3
integrated	normally	2
february	first	3
shaftesbury	april	2
benefits	benefits	2
plots	themes	3
web	sensitive	3
acting	story	3
america	enterprises	3
first	additional	2
processors	parallel	4
based	specifically	2
ensemble	opera	4
remote	line	3
also	aquarelle	4
altered	social	2
eastern	communist	3
posted	details	4
powers	germany	4
concept	king	3
richardson's	novel	3
implies	registers	3
walter	defined	3
terriss	danced	2
witch	west	8
parallel	emerged	2
theme	sophisticated	4
two	street	3
pigments	desired	3
insert	ahistorical	3
whether	teotihuacan	4
protagonist	film	4
water	system	2
system	using	2
raised	lake	3
humiliating	set	3
might	several	3
cultural	predecessors	4
medium	monochrome	3
surroundings	invertebrates	2
arcadians	wicked	2
cultural	common	3
key	application	3
glands	sequence	3
systems	exchange	2
considered	original	5
territorial	losses	4
1917	collapsed	2
vitiligo	averaging	2
binary	integration	2
refused	also	2
political	social	3
sinai	italy	4
minimum	largest	3
sprawl	different	2
countries	anglo	3
retell	sanskrit	2
dominant	often	3
term	aztec	4
meaning	infecting	5
exact	political	4
processors	multiple	6
tryouts	curran	2
calakmul	classic	2
2003	broadway	2
prime	georges	2
covers	2m2	4
classpath	libraries	3
britain	america	2
war	spread	2
minimum	major	3
person	characters	3
term	new	2
circulates	two	3
monumental	architecture	4
community	dr.	4
bowel	abnormalities	3
lymphoid	system	3
vitiligo	classified	3
comprise	system	3
primary	also	4
digital	electronic	4
disks	dvd	3
hearted	sex	2
traditions	well	4
author	musical	4
protocols	rsh	2
year	infected	4
initially	attacks	3
books	authors	2
historically	used	2
influenced	java	3
web	search	4
support	system	4
sclerosis	disorder	2
story	fantasticks	3
production	lymph	2
particular	cultures	4
meeting	following	2
german	soviet	2
known	infection	3
neutral	belgium	4
viruses	important	4
broadway	played	2
tradition	cultures	4
three	discourse	2
gnu	standard	3
connie	wright	2
skah	programming	3
response	power	2
vascular	ducts	4
macroparasites	hosts	2
readers	scholarly	2
bistable	flip	4
renowned	late	3
although	working	4
southeastern	belize	2
whole	musical	3
two	described	3
one	organization	2
great	varied	3
chip	computers	3
single	two	2
technical	skill	4
well	ensuring	4
java	bytecode	9
painting	refer	2
fish	respiration	2
result	infections	3
world	may	4
made	volatile	2
gloss	oil	3
promise	german	2
2015	include	2
tour	seen	4
earth	biological	2
london	american	2
bacteria	break	2
1740	austen	3
triple	tributary	2
transport	non	4
1931	steps	3
triple	formed	6
intel	standardized	3
access	raem	2
1998	iec	5
figure	nude	2
2014	iec	3
basement	kidneys	2
people	mythological	3
fluids	food	3
types	higher	5
changed	frequently	2
plan	lessening	3
region	resulting	4
used	drying	4
threats	done	3
viruses	drugs	2
novel	18th	2
language	codex	2
environment	comprises	2
tradition	playing	4
includes	bone	4
infect	called	4
ethiopia	countries	4
richard	stilgoe	5
including	newer	3
deterrent	deterred	4
form	singers	3
multiplication	host	3
britain	imposed	2
alternate	areas	2
popular	published	2
invasion	germany	7
renowned	mexico	2
week	january	3
enmities	common	2
rom	flash	3
templo	mayor	4
transmitted	route	2
collection	secrete	2
around	750	4
embedded	systems	5
many	text	2
around	time	4
read	third	3
processes	carving	2
community	process	4
nations	established	4
cells	roughly	4
text	musical	3
given	compared	3
numeral	integration	3
layering	forming	3
necessity	protocol	2
rule	concept	2
ivig	cleaned	2
paris	conference	7
occurs	world	3
revues	early	2
come	contact	3
meanwhile	use	3
bernardo	leader	4
agency	decrypt	3
mammals	features	3
melding	individual	2
story	wizard	3
since	antiquity	3
1986	1988	5
lymphocytes	component	2
late	1960s	4
species	although	2
chips	sometimes	4
fifth	not	2
acting	dance	4
may	plasmids	3
split	wartime	3
latin	water	2
lived	detective	3
public	cryptography	3
sculpted	count	2
assured	destruction	4
drawing	new	4
total	world	2
stunning	1918	3
eastern	union	2
xoconochco	exclave	2
follicles	roots	3
austro	agreed	2
1988	award	4
person	guide	2
severe	may	2
music	howard	2
initiative	aid	4
processor	single	4
soon	around	3
including	fsf	4
urban	renewal	4
remained	neutral	4
responses	result	4
strategic	arms	4
causing	multiplication	3
doses	immunization	3
cord	damage	3
infection	pneumonia	4
interactive	verifier	3
1918	actual	4
knowledge	one	5
called	characterisation	4
first	show	4
wave	revolutions	4
flow	hemodynamics	3
ellaline	sinden	2
full	scale	4
comp	led	2
paints	suspended	2
lymph	lympha	3
glands	signal	4
parts	cultural	2
productive	civic	4
january	1918	4
ross	ivan	3
one	opposed	2
quickly	partner	2
long	outcome	3
indigenous	codices	2
painting	work	2
support	washington	4
served	reading	4
formed	expanding	2
abstract	protocol	3
descriptions	aztec	4
decrypt	read	2
chips	reduced	3
korean	lines	3
construction	secured	4
joined	allies	16
litres	plasma	3
attention	authors	2
registers	new	4
safety	dynamic	4
finest	example	4
facilities	memory	2
infected	usually	4
italy	opera	5
1995	gregory	4
economies	war	2
another	rather	3
controlled	central	4
majority	europe	4
current	ratified	2
veracruz	civilization	2
industry	virtually	3
city	maya	3
consolidated	states	3
donizetti	creating	3
usually	begins	4
theatre	scenery	3
18th	cervantes	2
powers	experiences	2
storage	operates	2
comes	cells	2
rest	schutz	3
viruses	independent	2
dr.	frederick	4
incantatory	use	3
roughly	capita	3
rubeola	measles	3
produced	large	4
highly	complex	4
lymph	drainage	3
wish	london	2
daly's	starred	3
per	may	2
autoimmune	diseases	4
cortes	triple	3
filtration	removes	4
although	used	3
rather	often	4
dead	small	4
hicks	jr.	2
quality	arts	2
staged	theatre	2
fully	6809	5
nominated	awards	4
war	operation	3
hicks	transferred	3
psychological	genetic	4
show	gaiety	2
just	output	3
depending	photographic	3
scott	wuthering	2
whether	state	2
century	poetry	4
new	mid	2
intellectual	cultural	4
ignite	microprocessor	4
breathing	vertebrates	4
pathogen	plants	2
interfere	resulting	2
deaths	545	3
greatly	increased	4
system	integration	4
temples	elaborate	4
individual	works	4
forces	nationalism	4
lion	financially	2
earning	west	3
revolution	overthrew	4
elements	spoken	4
music	tradition	4
elements	savoy	3
imagery	typically	3
one	hundredth	7
animals	blood	3
afghanistan	early	2
romances	authors	3
online	streaming	4
cultural	mexica	3
organisms	infect	3
history	mexica	2
personnel	million	3
subgenres	alternate	2
cold	next	2
called	air	2
theatrical	incorporates	2
passage	example	3
lazy	matching	2
scheme	haskell	3
example	specific	3
monuments	count	3
infecting	many	4
lead	role	3
million	surpassed	4
organ	system	7
operations	control	4
dating	roughly	4
military	allies	3
endocrine	organs	5
influence	throughout	4
verdi	popularity	3
powers	prevailing	4
math	manipulations	2
throughout	well	3
various	cryptographic	3
allies	spring	3
allows	data	4
london	land	4
spaces	states	2
comedies	music	3
network	although	3
stone	finely	2
1598	spread	3
although	surrender	2
often	unique	4
unique	architecture	4
escapist	fiction	4
explicit	part	2
smaller	general	3
scales	feathers	4
usually	last	4
representative	class	3
total	845	2
message	authentication	4
north	decisively	3
president	plan	4
meaning	capable	7
effective	effects	3
react	innate	3
infections	antibiotics	7
not	secret	3
city	period	2
stilgoe	musical's	2
john	recording	2
rhythm	much	3
motivate	specific	2
century	largest	2
capabilities	built	3
war	china	3
types	types	4
17th	18th	3
order	threats	3
first	pathologist	2
incidence	somewhere	3
academy	bounty	2
forms	new	4
reaction	tissues	3
negotiations	paris	4
psychological	environmental	2
remote	berkeley	2
not	15th	2
catherine	well	3
bjarne	labs	2
armed	combat	4
modern	don	2
computation	example	4
addressing	secondary	2
historical	romance	4
photography	fields	2
advantages	became	4
commonly	oils	2
timing	depression	3
fine	obsidian	4
dates	saw	3
need	applications	2
defined	not	4
patrilineal	power	4
ratio	term	3
system	circulate	2
latin	fibrous	2
impersonation	since	3
disease	antiglomerular	4
show	performance	2
infected	range	3
move	cells	4
fantome	leroux	2
folk	epics	2
large	role	3
shapes	range	2
mobilizing	major	2
ported	run	2
accommodations	stable	3
printmaking	print	4
irrespective	location	3
dropped	atomic	4
knowledge	spurious	5
connections	mechanism	2
elite	literate	4
work	individual	4
species	capable	2
smaller	size	4
arthur	wimperis	4
beautiful	soprano	4
cryptographic	often	5
controlled	often	4
immediate	synonymous	2
varying	widely	4
evolutionary	unclear	2
gases	interstitial	2
place	ostensible	3
thomas	bartholin	4
one	explicit	2
edmund	willie	3
secure	application	4
using	immune	4
play	large	3
1961	cuban	4
complexes	surrounded	4
new	rationing	3
reticular	connective	2
marked	american	2
external	contractions	2
goodpasture	basement	2
plot	setting	5
1910	ran	4
emanuele	met	3
cure	multiple	4
fixed	location	3
vast	nations	2
especially	europe	4
amount	industrial	2
european	best	3
teotihuacano	numerous	2
new	either	5
java	programming	3
specific	cultures	3
glands	include	4
either	allow	3
uncontested	examples	4
tenochtitlan's	principal	3
synchronized	many	3
responded	leadership	4
organization	one	3
establishment	complex	3
asia	pacific	4
not	produce	2
china	strategic	4
sister	sharks	2
conflict	expanded	4
tone	actor	2
systematically	550	2
multipurpose	accepts	2
platforms	without	2
shared	large	4
parallel	central	2
particles	known	4
alliance	tenochtitlan	5
pursue	alternative	4
losses	invaded	4
ventilation	required	3
initiative	retreat	2
print	simply	2
genre	familiar	4
archaeological	now	2
front	russian	4
korea	afghanistan	3
fibrous	greek	3
heyer	catherine	3
polish	subsequent	3
